timestamp,node1,node2,node3,node4,node5,node6,node7
3.31,2.48,0,0.08,0.16,0.08,0,3.92
3.32,12.4,0.56,0,0.56,0,0.56,31.68
3.33,5.12,1.2,0,1.28,0,0.56,36.4
3.34,0,3.52,0.08,3.2,0,0.72,0.08
3.35,7.44,0,0,0,0,0,0
3.36,9.28,0,0,0.08,0,3.04,0
3.37,3.36,21.12,0,59.84,0,56.88,1.12
3.38,3.76,38.8,0,0,10.88,0,0.32
3.39,0.48,0,0,0.08,0,0.08,0
3.4,0.08,2.56,0,2.56,0,2.56,10.8
3.41,0.08,0.08,0,0.08,0,0.56,0.08
3.42,7.12,0,0,0.08,0,3.36,0.08
3.43,5.92,0,0,0,0.08,0.24,11.52
3.44,9.84,0,0,11.44,0.08,1.04,12.4
3.45,9.12,41.84,0.08,12.16,0.08,41.84,0
3.46,0.72,0,0.08,0.08,0.08,0.08,0
3.47,0.4,2.4,0,2.32,0,0.08,0
3.48,13.25,0.08,0,0,0.08,2.64,0
3.49,3.52,0.08,0.56,0,0,0,0.08
3.5,4.48,0.08,0,0,0,0.08,0
3.51,0,0,0,0,0,0,0
3.52,0,29.68,0,32.72,0,12.24,3.92
3.53,0,13.92,0,10.08,0,30.72,19.44
3.54,6.88,0,0.16,0,11.44,0,0
3.55,2.96,0,43.6,0,0,0.08,0
3.56,2.8,2.8,0,2.48,0,0,0
3.57,6.8,0.08,0,0,0,1.2,0.08
3.58,0.48,0,0.72,0.08,3.68,0,0.24
3.59,1.2,0,0,0,3.76,1.12,35.92
3.6,17.52,0,0,0,3.04,0.08,1.28
3.61,0.72,52.48,0,11.44,1.6,0,5.36
3.62,6.32,0.08,0,12.4,1.12,11.44,1.44
3.63,7.6,0.08,0,1.2,0.08,0,1.12
3.64,0.08,1.28,0,0,0,11.44,0
3.65,0.08,1.12,0,1.12,0.08,1.12,0
3.66,0.32,1.44,0,0.88,0.08,0.48,0
3.67,0.08,1.04,0,1.68,0,2.8,0.08
3.68,6.88,0.24,0.08,0,0.08,0.56,0
3.69,7.92,3.44,0.08,5.68,0,0.56,0.08
3.7,0,2.88,0.08,2.96,0.08,2.8,0.08
3.71,0,12.48,0,0.08,1.84,0.24,0
3.72,0,11.2,0,74.4,2.48,2.56,0
3.73,5.68,29.84,9.12,7.6,0,24.96,0
3.74,5.6,12.88,0,6,0.08,0,0.56
3.75,4.48,0.32,0.08,0.32,0.08,43.76,0
3.76,5.44,0.24,0.4,0,0,0.4,0
3.77,0.16,0,50.48,0,0,0.32,0
3.78,0,0,4.48,0,0,0,7.2
3.79,0.4,0.8,0.08,0,0.32,0,30
3.8,3.36,0,0,1.04,0.08,0.08,94.32
3.81,11.2,12.4,0,11.28,0.16,0,0.08
3.82,0,41.84,0,55.01,0,14.88,0
3.83,0.4,0,0,0,6.4,27.44,0
3.84,0,0.24,0.4,0.32,6.96,12.4,0
3.85,2.48,0.32,8.72,0.32,35.36,0.32,0.08
3.86,5.52,0,0.56,0,0.08,0,0.4
3.87,5.52,0,0.64,0.4,0,0.32,0
3.88,8.48,0,0.56,0.64,0,0.08,0
3.89,0.32,0.08,1.2,0,0.08,0.08,0.08
3.9,0,0,42.08,0.24,0,0,0
3.91,0,0.16,0.08,0.08,0.16,0.08,0
3.92,0.24,2.56,0.08,0,0.08,0,0.08
3.93,16,0,0,0,0.08,0,0
3.94,0,0,0.4,0,0.08,0,0.08
3.95,0.32,0.08,0,0.08,0.16,7.28,0
3.96,0,0.08,13.2,0,0.08,0.32,0
3.97,0,0.08,0,0.16,0.08,0,4.08
3.98,11.2,7.04,0.24,0,0,0,7.2
3.99,0.56,42.8,0,0,9.12,0,83.28
4,11.6,61.6,0.24,19.12,0,0,0
4.01,0.32,0.48,0,0.08,0.08,0.08,0
4.02,0,0.08,13.28,0.24,0.64,0.56,0
4.03,0.16,0.08,0,0,0.08,0,0
4.04,0.56,0,0.08,0,55.12,54.96,0
4.05,13.92,0,0,0.08,0.08,0,2.79
4.06,10.8,0.32,0,17.52,2,0,0.08
4.07,0.56,0,3.04,1.68,0.08,0.08,0
4.08,0.08,0,42.4,0,0,0.08,0
4.09,0,0,33.84,0.08,0,0.08,0
4.1,0,6.8,0,0.08,9.12,0.08,9.12
4.11,1.44,39.84,0,0,0,9.2,0
4.12,1.92,63.28,0,0.08,0.4,0.48,0.56
4.13,8.32,0.96,0.08,0,0.48,0.56,0.56
4.14,2.64,0.16,63.52,0,0.88,0.64,0.56
4.15,1.76,0,0.08,0.16,10.88,14.16,17.6
4.16,0.16,0.16,0.08,0,32,28.88,25.92
4.17,21.2,0,0.64,1.68,0,0.16,0
4.18,19.76,2.24,0,2.16,0,0.16,0
4.19,0.16,0,0,0.08,0.08,0,0.08
4.2,0.24,0.48,11.04,0,10.96,11.12,0
4.21,0.48,0,9.28,0,0.08,0.4,0.72
4.22,0.96,2.8,6.64,0,10.96,0.32,0.24
4.23,6.72,0.32,43.68,0.16,0,0,0.24
4.24,6.72,0,28.08,0.08,0,3.52,0
4.25,2.16,0,0.08,0.08,0,0.32,0
4.26,7.43,0,0,0.08,0,0,2.32
4.27,3.76,2.32,0.08,0,0.08,4,0
4.28,0.08,0.8,0.08,0.08,0,11.04,0.48
4.29,11.36,0,22.56,0,0,0,0.08
4.3,13.36,10.96,21.28,0.08,0,0,32.16
4.31,0.08,2.64,0.48,6.48,0,0.08,0
4.32,0,0,0,13.04,0,0.08,0
4.33,0,1.28,0,33.44,3.12,2.64,21.44
4.34,0.16,31.84,0.08,0,61.36,63.28,36.88
4.35,0.88,27.28,0,0,14.88,12.8,7.2
4.36,7.44,1.36,0,0,0.08,0,22.48
4.37,9.52,28.08,0.08,0,0,0,0
4.38,8.08,0,0,0,0.08,0,0.08
4.39,0,0,0,1.28,0,0,0
4.4,0.24,0.24,0,0.08,63.44,0,21.76
4.41,10.72,21.68,3.28,11.12,0.08,63.44,0
4.42,7.68,0,4.16,38.32,0.08,0,21.68
4.43,0.48,21.84,1.52,0,0.08,0.08,0
4.44,0.08,0,0,0,0.08,0,0
4.45,0,0,0,0.08,0.08,0,0.16
4.46,0,2.8,0.08,21.76,0.16,0,11.04
4.47,0.32,16.24,0.64,0,34.32,35.36,0
4.48,0,1.2,0.08,0,7.68,6.64,48
4.49,0.32,22,0.16,11.04,2.88,2.56,21.44
4.5,6.4,37.12,67.2,1.44,76.24,76.16,1.44
4.51,21.44,0,0.08,13.52,0.08,0,28.08
4.52,7.92,38.32,0.08,14.72,0,0.08,0
4.53,1.84,0,12.96,0,0,0.08,0.08
4.54,0,0,0.56,0.08,0,0,0.08
4.55,11.12,0.88,1.12,21.76,25.68,0.96,21.68
4.56,9.44,21.68,0,0.08,38.64,26.56,0
4.57,0,0.08,36.56,0,0,36.88,21.76
4.58,0,20.88,20.16,0.08,0,0,0.08
4.59,0,0.8,0,21.36,0,0.08,0
4.6,1.44,0.08,0,28.32,0,0,0
4.61,0,0,2.8,0,0,0,0.96
4.62,0,0,1.92,0,0,0.08,1.04
4.63,0,0.08,3.2,21.76,0.08,0,0
4.64,0,0,0.08,0.08,0,0,0.08
