timestamp,cpu_usr,cpu_sys,cpu_iowait,cpu_steal,cpu_idle,network_ifutil,memory_memused,memory_commit,disk_util,paging_vmeff
8.02,15,0.74,37.12,0.28,46.77,0,98.9,74.1,100,100
8.03,6.82,0.59,37.43,0.28,54.69,0,98.89,73.93,100,100
8.04,13.75,0.79,41.22,0.25,43.89,0,98.82,73.81,100,100
8.05,10.88,0.72,39.03,0.26,49.01,0,98.91,73.85,100,100
8.06,11.18,0.72,39.76,0.28,47.9,0,98.98,73.79,100,100
8.07,12.51,0.95,41.76,0.33,44.3,0,98.84,73.94,100,100
8.08,7.98,0.64,40.63,0.31,50.41,0,98.88,73.69,100,100
8.09,13.84,0.79,35.89,0.25,49.15,0,98.9,73.85,100,100
8.1,10.45,0.69,39.69,0.2,48.84,0,98.96,73.76,100,100
8.11,10.34,0.74,40.28,0.23,48.31,0,99.06,73.86,100,100
8.12,10.89,0.71,41.51,0.18,46.63,0,98.9,73.88,100,100
8.13,9.33,1.63,38.13,0.15,50.71,0,98.88,73.82,100,100
8.14,13.08,0.76,16.05,0.13,69.85,0.6,98.91,73.71,15.36,100
8.15,23.88,0.76,16.41,0.08,58.86,0.04,98.89,74.23,41.2,100
8.16,7.47,0.79,33.96,0.18,57.51,0,98.94,74.03,100,100
8.17,13.26,0.86,40.94,0.18,44.64,0,98.92,74.17,100,100
8.18,12.16,0.84,33.73,0.23,53.01,0,99.01,73.95,100,100
8.19,8.86,0.67,36.77,0.28,53.32,0,98.94,73.84,100,100
8.2,16.15,1.53,39.43,0.26,42.52,0,98.85,73.92,100,100
8.21,10.5,0.74,39.59,0.26,48.81,0,98.85,74.13,100,100
8.22,10.49,0.74,36.34,0.31,52.05,0,98.9,74.09,100,100
8.23,12.3,0.85,39.73,0.28,46.76,0,98.91,74.09,100,100
8.24,10.84,0.74,44.68,0.33,43.3,0,98.9,74.14,100,100
8.25,12.6,0.61,39.27,0.26,47.18,0,98.85,74.29,100,100
8.26,9.69,0.77,40,0.26,49.18,0,98.92,74.24,100.08,100
8.27,10.27,0.84,42.93,0.23,45.65,0,98.88,74.17,99.92,100
8.28,10.82,1.02,38.03,0.18,49.9,0,98.95,74.21,100,100
8.29,10.34,0.74,38.14,0.2,50.55,0,98.92,74.15,100.08,100
8.3,9.95,0.89,37.92,0.18,50.98,0,98.82,74.17,25.2,100
8.31,32.07,0.51,13.82,0.13,53.35,0.64,98.95,74.18,1.6,100
8.32,7.27,1.09,38.2,0.2,53.09,0,98.94,74.08,97.28,100
8.33,14.43,0.82,39.4,0.2,45.05,0,98.89,74.08,100,100
8.34,8.86,0.56,35.69,0.26,54.58,0,98.77,74.15,100,100
8.35,14.03,1.38,35.22,0.26,48.99,0,98.89,74.22,100,100
8.36,13.83,0.94,36.12,0.26,48.83,0,99.03,74.21,100,100
8.37,8.58,0.79,39.82,0.26,50.45,0,98.91,74.21,100,100
8.38,12.89,0.72,41.68,0.23,44.35,0,98.95,74.21,100,100
8.39,10.63,0.89,40.56,0.33,47.46,0,98.81,74.29,100,100
8.4,10,0.7,36.09,0.31,52.8,0,98.94,74.29,100,100
8.41,13.51,0.62,39.57,0.26,45.95,0,98.86,74.41,100,100
8.42,10.97,0.87,37.74,0.28,50.09,0,98.86,74.47,100,100
8.43,8.78,0.66,43.5,0.18,46.83,0,99.06,74.4,100,100
8.44,12.72,0.87,38.47,0.2,47.63,0,98.98,74.34,100,100
8.45,8.43,0.74,37.21,0.2,53.37,0,99.01,74.34,100,100
8.46,11.89,0.69,36.54,0.18,50.63,0,98.88,74.15,13.76,100
8.47,24.9,0.81,17.71,0.18,56.19,0.53,99.06,74.34,1.44,0
8.48,14.87,0.68,20.16,0.1,64.1,0,99.02,74.29,55.84,100
8.49,8.26,0.53,38.53,0.15,52.48,0,98.88,74.24,100,100
8.5,12.8,0.84,37.53,0.15,48.58,0,98.91,74.24,100,100
8.51,10.17,0.64,37.43,0.25,51.38,0,98.78,74.24,100,100
8.52,8.32,0.64,41.91,0.26,48.8,0,98.9,74.24,100,100
8.53,15.15,0.79,37.64,0.2,46.09,0,98.88,74.28,100,100
8.54,13.4,0.72,38.67,0.26,46.88,0,98.94,74.25,100,100
8.55,10.15,0.87,37.57,0.31,50.92,0,98.87,74.37,100,100
8.56,13.15,1.03,38.13,0.28,47.28,0,98.87,74.4,100,100
8.57,8.39,0.69,38.79,0.33,51.69,0,98.9,74.4,100,100
8.58,9.92,0.87,38.61,0.28,50.17,0,98.96,74.4,100,100
8.59,14.28,0.82,39.69,0.26,44.88,0,98.87,74.23,99.8,100
8.6,9.57,0.59,39.12,0.23,50.42,0,98.92,74.23,100,100
8.61,11.48,0.87,40.9,0.18,46.47,0,99.04,74.38,100,100
8.62,11.38,0.84,37.79,0.18,49.72,0,98.89,74.43,99.76,100
8.63,10.59,0.64,35.11,0.23,53.28,0,98.77,74.37,0.64,100
8.64,24.55,0.53,2.87,0.08,71.87,0.71,98.9,74.37,2,0
8.65,8.23,0.89,32.32,0.2,58.3,0,98.88,74.37,91.28,100
8.66,11.96,0.72,35.45,0.2,51.57,0,98.86,74.37,100.08,99.98
8.67,7.5,0.56,38.83,0.2,52.83,0,98.88,74.37,100,100.02
8.68,15.01,0.82,39.97,0.23,43.89,0,98.88,74.37,99.92,100
8.69,11.69,0.67,37.35,0.26,49.88,0,98.86,74.2,100.08,100
8.7,10.07,0.77,41.61,0.31,47.16,0,98.99,74.12,100,100
8.71,10.77,0.92,37.93,0.25,50.05,0,98.84,74.25,100,100
8.72,11.87,0.62,38.97,0.31,48.15,0,98.91,74.25,100,100
8.73,11.31,0.97,41.8,0.33,45.41,0,98.82,74.21,100,100
8.74,11.45,0.54,41.24,0.31,46.41,0,98.88,74.21,100,100
8.75,9.65,0.95,38.44,0.26,50.63,0,98.93,74.28,100,100
8.76,13.58,0.79,39,0.18,46.43,0,98.9,74.27,100,100
8.77,12.94,0.71,33.96,0.18,52.08,0,98.82,74.27,100,100
8.78,5.62,0.84,40.56,0.2,52.75,0,98.95,74.15,100,100
8.79,14.85,0.94,45.44,0.18,38.55,0,98.89,74.32,69.28,100
8.8,6.73,0.71,30.01,0.2,62.29,0,99.03,74.27,0.32,0
8.81,36.79,1.01,12.09,0.1,49.91,0.56,99.05,74.41,20.64,100
8.82,6.89,1.42,35.97,0.18,55.47,0,98.72,74.33,100,100
8.83,12.33,0.74,42.82,0.18,43.84,0,98.91,74.33,100,100
8.84,9.18,0.76,37.91,0.25,51.76,0,98.9,74.33,100,100
8.85,12.78,0.79,37.08,0.26,48.99,0,98.86,74.38,100,100
8.86,10.06,0.84,41.15,0.26,47.59,0,98.88,74.32,100,100
8.87,14.24,1.07,39.97,0.26,44.33,0,98.84,74.31,100,100
8.88,9.47,0.79,44.68,0.28,44.73,0,99.02,74.3,100,100
8.89,12.83,0.8,38.54,0.31,47.47,0,98.88,74.3,100,100
8.9,11.14,0.64,38.9,0.31,48.96,0,98.93,74.3,100,100
8.91,11.34,0.82,39.48,0.28,47.9,0,98.91,74.3,100,100
8.92,9.39,0.72,43.63,0.28,45.91,0,99.01,74.3,100,100
8.93,9.17,0.87,41.97,0.18,47.68,0,99.03,74.3,100,100
8.94,14.37,0.66,40.61,0.2,44.05,0,98.83,74.08,100,100
8.95,11.24,0.74,40.5,0.18,47.24,0,98.91,74.24,100,100
8.96,8.94,0.72,34.72,0.23,55.37,0.28,98.89,74.24,12,100
8.97,32.81,0.61,6.12,0.1,60.14,2.29,98.8,74.29,2.4,0
8.98,11.16,1.25,36,0.18,51.34,0,98.9,74.36,95.6,100
8.99,13.68,0.81,39.2,0.2,46.03,0,98.88,74.35,100,100
9,7.75,0.64,37.68,0.18,53.73,0,98.92,74.25,100,100
9.01,12.78,0.82,38.61,0.18,47.54,0,98.92,74.13,100,100
9.02,10.84,0.76,33.07,0.25,55,0,98.95,74.2,100,100
9.03,10.96,0.84,37.05,0.2,50.79,0,98.88,74.1,100,100
9.04,15.7,0.84,44.24,0.26,38.83,0,98.84,74.1,100,100
9.05,8.63,0.8,40.09,0.31,50.13,0,98.87,74.08,100,100
9.06,11.82,0.72,37.55,0.31,49.5,0,98.93,74.43,100,100
9.07,12.99,0.77,41.76,0.26,44.1,0,98.89,74.35,100,100
9.08,11.96,0.77,37.33,0.26,49.62,0,98.93,74.35,100,100
9.09,9.03,0.74,37.53,0.2,52.4,0,98.8,74.29,100,100
9.1,9.1,0.54,38.89,0.18,51.29,0,98.8,74.22,100,100
9.11,13.9,0.74,42.73,0.18,42.37,0,98.97,74.27,100,100
9.12,9.56,0.61,35.21,0.2,54.34,0,98.89,74.19,100.08,100
9.13,41.2,0.91,8.26,0.1,49.41,0.58,98.85,74.21,30.4,100
9.14,4.47,0.69,35.99,0.18,58.58,0,98.92,74.21,100,100
9.15,15.91,0.76,36.44,0.18,46.69,0,98.91,74.37,100,100
9.16,10.89,0.79,36.21,0.15,51.88,0,98.87,74.27,100,100
9.17,9.67,0.71,39.58,0.26,49.68,0,98.93,74.35,100,100
9.18,12.96,0.66,35.84,0.25,50.18,0,98.97,74.25,100,100
9.19,13.26,1.53,34.44,0.23,50.49,0,98.93,74.35,100,100
9.2,10.76,0.84,37.06,0.28,50.93,0,98.94,74.4,100,100
9.21,11.18,0.89,43.26,0.28,44.21,0,98.82,74.4,100,100
9.22,11.91,0.77,40.31,0.33,46.6,0,98.84,74.4,100,100
9.23,10.58,0.72,41.28,0.26,47.08,0,98.96,74.4,100,100
9.24,14.04,0.89,39.04,0.23,45.69,0,98.9,74.4,100,100
9.25,9.6,0.76,41.45,0.18,47.93,0,98.94,74.4,100,100
9.26,13.71,0.79,37.78,0.18,47.47,0,98.99,74.4,100,100
9.27,8.01,0.81,40.59,0.2,50.36,0,98.96,74.34,100,100
9.28,14.14,0.58,25.6,0.18,59.42,0,98.89,74.34,35.04,100
9.29,29.19,0.93,14.09,0.08,55.63,0.67,98.84,74.33,37.2,100
9.3,5.64,0.71,36.38,0.2,57,0,98.86,74.33,100,100
9.31,13.03,0.61,40.23,0.13,45.93,0,98.95,74.28,100,100
9.32,11.74,0.64,39.74,0.15,47.69,0,98.9,74.23,100,100
9.33,10.6,0.69,35.45,0.2,52.98,0,98.85,74.22,100,100
9.34,12.54,0.69,35.08,0.26,51.28,0,98.88,74.25,100,100
9.35,12.74,0.79,36.36,0.26,49.8,0,98.86,74.32,100,100
9.36,10.84,0.79,38.43,0.26,49.63,0,98.91,74.32,100,100
9.37,12.74,0.72,37.19,0.31,48.95,0,98.8,74.32,100,100
9.38,10.82,0.89,35.21,0.28,52.65,0,98.88,74.32,100,100
9.39,12.71,0.89,38.55,0.25,47.41,0,98.87,74.32,100,100
9.4,9.57,0.84,41.96,0.2,47.25,0,98.9,74.32,100,100
9.41,10.2,0.71,38.14,0.2,50.69,0,98.93,74.27,100,100
9.42,9.67,0.89,42.27,0.18,46.89,0,98.88,74.27,100.08,100
9.43,10.08,0.69,40.79,0.18,48.16,0,98.9,74.26,100,100
9.44,9.19,0.74,38.05,0.2,51.77,0,98.91,74.2,26.88,100
9.45,39.49,0.88,14.32,0.1,45.05,0.57,98.97,74.18,22.64,100
9.46,7.17,0.76,35.68,0.18,56.16,0,98.81,74.12,100,100
9.47,14.14,0.86,40.7,0.2,43.93,0,99.05,74.19,100,100
9.48,6.32,0.64,37.66,0.18,55.18,0,98.86,74.13,100,100
9.49,14.01,0.64,38.03,0.2,47.06,0,98.85,74.04,100,100
9.5,12.05,1.81,33.02,0.23,52.76,0,98.94,74.04,100,100
9.51,13.35,0.97,36.92,0.23,48.44,0,98.88,74.17,99.8,100
9.52,10,0.84,36.57,0.25,52.15,0,98.9,74.11,100,100
9.53,12.64,1.02,37.68,0.28,48.25,0,98.86,74.17,100,100
9.54,8.78,0.92,38.9,0.31,50.92,0,98.89,74.17,100,100
9.55,14.1,0.82,43.84,0.23,40.86,0,98.82,74.17,100,100
9.56,11.14,0.64,40.23,0.23,47.71,0,98.87,74.17,100,100
9.57,8.31,0.74,39.45,0.18,51.26,0,98.85,74.22,100,100
9.58,14.22,0.74,39.01,0.18,45.76,0,98.94,74.22,100,100
9.59,7.63,0.69,39.61,0.2,51.77,0,98.81,74.22,91.04,100
9.6,14.84,0.79,26.96,0.18,57.13,0,98.89,74.3,0.16,0
9.61,33.5,1.14,18.18,0.15,46.85,0.57,98.92,74.25,56.8,100
9.62,10.77,0.71,36.02,0.18,52.19,0,98.9,74.19,100,100
9.63,10.2,0.71,38.22,0.18,50.58,0,99.04,74.19,100,100
9.64,10.39,0.59,41.84,0.18,46.93,0,98.91,74.14,100,100
9.65,9.63,0.59,35.12,0.26,54.33,0,98.91,74.27,100,100
9.66,13.54,0.84,36.59,0.2,48.67,0,98.91,74.28,100,100
9.67,10.45,0.69,40.03,0.26,48.5,0,98.9,74.2,100,100
9.68,13.94,0.74,38.03,0.28,46.85,0,98.89,74.26,100,100
9.69,8.46,0.74,40.34,0.28,50.08,0,98.91,74.31,100,100
9.7,12.21,0.74,37.5,0.31,49.14,0,98.95,74.31,100,100
9.71,12.41,0.89,41.4,0.23,44.98,0,98.89,74.38,100,100
9.72,12.33,0.81,39.35,0.2,47.21,0,98.93,74.43,100,100
9.73,12.23,0.76,44.16,0.2,42.56,0,98.86,74.37,100,100
9.74,8.16,0.56,37.45,0.18,53.6,0,98.96,74.37,100,100
9.75,11.27,0.61,44.17,0.2,43.66,0,98.71,74.32,100,100
9.76,13.45,0.56,28.76,0.15,56.99,0,98.92,74.27,24.32,100
9.77,33.13,1.06,16.77,0.13,48.81,0.55,98.91,74.35,43.2,100
9.78,7.82,0.69,37.56,0.13,53.76,0,98.76,74.29,100,100
9.79,12.14,0.81,37.27,0.18,49.45,0,98.94,74.24,100,100
9.8,10.19,0.69,40.26,0.18,48.66,0,98.97,74.24,100,100
9.81,10.43,0.76,38.92,0.2,49.56,0,98.96,74.11,100,100
9.82,12.36,0.79,35.78,0.26,50.7,0,98.96,74.26,100.08,100
9.83,11.73,0.79,42.09,0.26,45.03,0,98.87,74.27,100,100
9.84,12.33,0.72,37.17,0.26,49.42,0,98.82,74.27,100,100
9.85,11.71,2.37,39.93,0.31,45.53,0,98.89,74.27,100,100
9.86,9,0.66,39.25,0.31,50.52,0,98.88,74.23,100,100
9.87,11.55,0.94,38.59,0.25,48.59,0,98.88,74.17,100,100
9.88,13.14,0.82,43.51,0.2,42.23,0,98.92,74.12,100,100
9.89,8.92,0.71,39.25,0.2,50.84,0,98.99,74.21,100,100
9.9,11.15,0.61,40.44,0.15,47.57,0,98.92,74.18,100,100
9.91,11.53,0.69,37.26,0.2,50.19,0,98.99,74.25,100,100
9.92,11.82,0.51,15.59,0.15,71.88,0.59,99.04,74.34,16.8,100
9.93,29.37,0.78,10.87,0.1,58.78,0.03,98.97,74.34,37.68,100
9.94,5.72,0.79,41.66,0.2,51.55,0,98.83,74.34,100,100
9.95,18.16,0.86,30.86,0.18,49.86,0,98.98,74.29,100,100
9.96,9.82,0.76,35.11,0.18,54.02,0,98.82,74.22,100,100
9.97,10.09,0.74,35.02,0.18,53.95,0,98.9,74.15,100,100
9.98,12.26,0.66,36.7,0.2,50.1,0,98.74,74.21,100,100
9.99,12.03,0.72,35.9,0.26,50.97,0,98.86,74.2,100,100
10,9.74,0.79,41.33,0.26,47.72,0,98.81,74.09,100,100
10.01,12.42,0.74,36.88,0.31,49.51,0,98.96,74.17,100,100
10.02,10.71,0.72,36.99,0.31,51.2,0,98.75,74.06,100,100
10.03,12.45,0.79,36.51,0.28,49.86,0,98.87,74.22,100,100
10.04,10.24,0.71,41.31,0.2,47.48,0,98.87,74.22,100,100
10.05,10.67,0.81,40.66,0.2,47.57,0,98.96,74.22,100,100
10.06,10.96,0.69,37.82,0.18,50.31,0,98.84,74.22,100,100
10.07,8.58,0.71,36.34,0.18,54.16,0,98.91,74.22,76,100
10.08,9.52,0.66,40.85,0.15,48.76,1.42,98.91,74.22,0.48,0
10.09,33.42,1.06,6.28,0.15,58.96,3.33,98.9,74.28,7.6,100
10.1,9.07,0.69,38.86,0.15,51.13,0,99.02,74.15,100,100
10.11,11.55,0.64,39.43,0.2,48.16,0,98.98,74.21,100,100
10.12,7.98,0.86,42.24,0.18,48.62,0,98.87,74.21,100,100
10.13,15.19,0.84,43.18,0.2,40.5,0,98.9,74.22,100,100
10.14,8.22,0.56,39.71,0.23,51.12,0,98.91,74,100,100
10.15,14.29,0.87,44.71,0.26,39.8,0,98.84,73.96,100,100
10.16,8.29,0.74,41.23,0.26,49.38,0,98.93,73.96,100,100
10.17,12.06,0.85,42.13,0.36,44.52,0,98.89,74.03,100,100
10.18,12.97,0.77,40.33,0.26,45.57,0,98.89,74.03,100,100
10.19,9.85,0.84,41.82,0.31,47.08,0,98.9,74.03,100,100
10.2,14.1,0.77,43.26,0.2,41.57,0,98.88,74.03,100,100
10.21,8.85,1.55,38.58,0.2,50.76,0,99,73.87,100,100
10.22,8.44,0.76,40.3,0.2,50.24,0,98.86,73.96,100,100
10.23,13.7,0.76,34.46,0.15,50.78,0,98.87,74.09,100,100
10.24,15.9,0.59,7.22,0.13,76.04,0.57,98.88,74.23,50.08,100
10.25,20.8,0.81,22.54,0.13,55.67,0,98.82,74.24,64.72,100
10.26,8.22,0.91,35.24,0.2,55.27,0,98.89,74.32,100,100
10.27,13.66,0.84,32.89,0.2,52.32,0,98.83,74.38,100,100
10.28,10.79,1.2,34.93,0.15,52.85,0,98.92,74.38,100,99.98
10.29,8.95,0.82,44.5,0.23,45.42,0,98.9,74.25,100,100.02
10.3,12.05,0.92,38.95,0.23,47.75,0,98.89,74.3,100,100
10.31,13.25,0.82,39.91,0.28,45.66,0,98.89,74.24,100,100
10.32,9.37,0.77,41.51,0.31,47.94,0,99.04,74.24,100,100
10.33,11.87,0.87,37.25,0.28,49.55,0,98.88,74.31,100,100
10.34,13.33,0.82,41.15,0.28,44.33,0,98.88,74.32,100,100
10.35,8.64,0.69,39.97,0.25,50.34,0,98.9,74.37,100,100
10.36,10.17,0.76,38.88,0.18,49.91,0,98.92,74.37,100,100
10.37,13.87,0.72,38.99,0.15,46.2,0,98.92,74.31,100,100
10.38,9.61,0.71,40.13,0.18,49.31,0,98.96,74.26,100,99.98
10.39,8.15,0.76,37.31,0.15,53.55,0,98.96,74.31,100,100.02
10.4,14.12,0.69,26.01,0.2,58.85,0,98.94,74.23,27.12,100
10.41,29.31,0.4,1.63,0.05,68.53,0.58,99.01,74.18,1.44,100
10.42,9.42,0.94,37.03,0.15,52.36,0,99.04,74.15,95.52,100
10.43,15.07,0.71,38.2,0.15,45.79,0,99,74.34,100,100
10.44,7.54,0.79,39.45,0.18,51.97,0,99.02,74.4,100,100
10.45,13.99,0.82,43.56,0.15,41.37,0,98.88,74.34,100,100
10.46,10.59,0.77,36.61,0.2,51.75,0,98.94,74.29,100,100
10.47,9.52,0.77,41.14,0.23,48.26,0,98.87,74.36,100,100
10.48,10.7,0.77,42.96,0.26,45.24,0,98.95,74.36,100,100
10.49,12.51,0.82,37.35,0.23,49.02,0,98.9,74.32,100,100
10.5,11.24,0.72,36.39,0.28,51.24,0,99.04,74.24,100,100
10.51,13.32,0.82,38.03,0.26,47.45,0,98.84,74.33,99.8,100
10.52,13.79,1.02,40.95,0.23,43.93,0,98.95,74.32,100,100
10.53,8.48,0.71,41.03,0.2,49.52,0,98.89,74.32,100,100
10.54,13.7,0.79,40.35,0.15,44.93,0,99.02,74.38,100,100
10.55,8.03,0.64,41.17,0.2,49.91,0,98.93,74.32,100,100
10.56,13.4,0.77,39.46,0.18,46.09,0,98.92,74.28,71.6,100
10.57,20.65,1.42,9.22,0.13,68.5,0.55,98.85,74.33,2,100
10.58,21.08,0.99,33.28,0.15,44.34,0,98.92,74.33,75.36,100
10.59,13.6,0.74,34.93,0.2,50.47,0,98.9,74.33,100,100
10.6,8.04,0.74,39.81,0.18,51.11,0,98.92,74.27,100,100
10.61,13.82,0.79,39.08,0.18,46.08,0,98.9,74.34,100.08,100
10.62,7.52,0.74,39.36,0.18,52.12,0,98.86,74.34,99.92,100
10.63,12.75,0.67,44.23,0.26,42.02,0,98.9,74.34,100.16,100
10.64,11.72,0.62,37.54,0.28,49.74,0,98.92,74.29,100,100
10.65,12.15,0.85,44.67,0.28,41.93,0,98.92,74.34,100,100
10.66,10.2,0.82,43.15,0.33,45.35,0,98.98,74.32,100,100
10.67,11.16,0.93,46.84,0.33,40.56,0,98.79,74.32,100,100
10.68,13.02,0.74,41.13,0.26,44.76,0,98.88,74.32,100,100
10.69,8.63,0.69,37.36,0.23,53.09,0,98.81,74.25,100,100
10.7,13.68,0.69,39.46,0.15,45.95,0,98.97,74.2,100,100
10.71,10.81,0.71,40.82,0.2,47.38,0,98.88,74.2,100,100
10.72,11.55,0.89,39.49,0.18,47.82,0,98.91,74.29,50,100
10.73,11.57,0.48,23.4,0.18,64.36,0,98.82,74.27,0.32,0
10.74,30.11,0.89,20.12,0.15,48.56,0.57,98.81,74.27,63.12,100
10.75,10.44,0.76,35.69,0.2,52.83,0,98.89,74.21,100,100
10.76,8.34,0.66,39.82,0.18,50.95,0,98.91,74.21,100,100
10.77,13.21,0.64,43.28,0.18,42.62,0,98.85,74.21,100,100
10.78,12.43,0.76,33.36,0.15,53.22,0,98.9,74.21,100,100
10.79,8.8,0.54,40.94,0.23,49.46,0,98.93,74.16,100,100
10.8,14.02,0.61,37.91,0.26,47.12,0,98.91,74.08,100,100
10.81,12.28,0.82,42.66,0.28,43.84,0,98.85,74.16,100,100
10.82,9.26,0.69,38.05,0.26,51.64,0,98.96,74.11,100,100
10.83,12.5,0.69,38.86,0.28,47.56,0,98.9,74.18,100,100
10.84,10.74,0.61,33.87,0.23,54.45,0,98.89,74.25,100,100
10.85,12.23,0.74,38.85,0.2,47.92,0,98.86,74.25,100,100
10.86,8.2,0.71,41.06,0.2,49.77,0,99.02,74.25,100,100
10.87,14.2,0.66,40.67,0.15,44.21,0,98.97,74.24,100,100
10.88,7.5,0.58,41.96,0.18,49.73,0,98.98,74.17,100,100
10.89,13.61,0.79,31.25,0.15,54.12,0,98.9,74.24,8.48,100
10.9,31.24,0.9,7.51,0.08,60.07,0.57,98.97,74.31,23.2,100
10.91,5.46,0.61,45.42,0.18,48.28,0,98.9,74.31,100,100
10.92,14.66,0.89,30.66,0.13,53.56,0,99.05,74.38,100,100
10.93,9.29,0.69,39.89,0.2,49.89,0,98.94,74.33,100,100
10.94,13.09,0.56,41.53,0.13,44.63,0,98.91,74.34,100,100
10.95,11.98,0.73,38.94,0.2,48.04,0,98.86,74.29,100,100
10.96,9.6,0.76,37.14,0.25,52.14,0,98.87,74.29,100,100
10.97,11.3,0.69,39.25,0.26,48.38,0,98.82,74.26,100,100
10.98,13.49,0.92,36.25,0.28,48.92,0,98.88,74.26,100.08,100
10.99,8.05,0.56,39.77,0.33,51.15,0,98.75,74.27,99.92,100
11,15.37,0.94,40.26,0.25,43.09,0,98.96,74.21,100,100
11.01,8.35,0.87,35.84,0.23,54.67,0,98.89,74.21,100.08,100
11.02,12.83,0.76,43.68,0.18,42.43,0,98.92,74.21,100,100
11.03,11.44,0.81,35.9,0.18,51.55,0,99.06,74.21,100,100
11.04,10.1,0.64,43,0.18,46.01,0,98.84,74.16,100,100
11.05,12.52,0.84,37.17,0.18,49.2,0,98.98,74.1,82.88,100
11.06,13.05,1.67,17.82,0.18,67.11,0.53,98.74,74.05,1.36,0
11.07,31.33,0.61,14.8,0.08,53.11,0.04,98.95,74.12,39.84,100
11.08,5.8,0.81,39.51,0.2,53.6,0,98.9,74.12,99.8,100
11.09,14.43,0.64,33.13,0.18,51.53,0,99.02,74.19,100,100
11.1,7.61,0.59,38.87,0.15,52.73,0,98.92,74.19,100,100
11.11,12.16,0.76,38.25,0.18,48.58,0,98.89,74.18,100,100
11.12,11.26,0.64,36.79,0.15,51.13,0,98.86,74.13,100,99.98
11.13,12.5,0.69,39.41,0.2,47.1,0,98.88,74.07,100,100.02
11.14,10.44,0.61,33.84,0.26,54.76,0,98.79,74.12,100,100
11.15,13,0.67,37.77,0.28,48.21,0,98.93,74.18,100,100
11.16,10.76,0.67,37.27,0.31,50.87,0,99,74.21,100,100
11.17,10.82,0.87,38.34,0.26,49.55,0,98.97,74.16,100,100
11.18,12.73,0.74,41,0.2,45.28,0,98.95,74.04,100,100
11.19,8.03,0.79,43.22,0.18,47.73,0,98.88,74.09,100,100
11.2,11.51,0.76,40.04,0.15,47.44,0,98.94,74.04,100,100
11.21,10.04,0.71,38.6,0.15,50.39,0,98.84,74.04,100,100
11.22,12.9,0.51,26.76,0.15,59.63,0,99.01,73.98,53.76,100
11.23,30.31,1.06,17.56,0.15,50.73,0.56,98.81,74.05,56.88,99.92
11.24,11.5,0.74,33.85,0.18,53.66,0,98.91,74.16,100,100
11.25,11.3,0.84,38.85,0.2,48.75,0,98.98,74.11,100,100
11.26,10.69,0.86,41.59,0.13,46.67,0,98.82,74.04,100,100
11.27,8.08,0.81,36.08,0.2,54.75,0,98.95,74.08,100,100
11.28,14.95,0.86,45.6,0.2,38.33,0,98.87,74.14,100,100
11.29,16.24,0.87,35.85,0.23,46.73,0,98.99,74.18,100,100
11.3,9.44,0.79,34.64,0.28,54.74,0,98.91,74.23,100,100
11.31,11.25,0.79,38.07,0.28,49.5,0,99.02,74.23,100,100
11.32,15.59,0.82,39.09,0.28,44.14,0,98.91,74.23,100,100
11.33,7.32,0.59,38.47,0.28,53.31,0,98.9,74.28,100,100
11.34,11.77,2.01,39.59,0.18,46.35,0,98.85,74.22,100,100
11.35,11.27,0.81,41.91,0.2,45.73,0,98.86,74.22,100,100
11.36,8.52,0.81,39.91,0.18,50.45,0,98.94,74.22,100,100
11.37,11.85,0.86,43.1,0.18,43.89,0,99.01,74.17,100,100
11.38,9.23,0.61,30.88,0.2,58.99,0,98.9,74.17,29.76,100
11.39,38.07,1.06,17.9,0.13,42.74,0.68,98.8,74.27,52.72,100
11.4,10.87,0.61,35.2,0.18,53.04,0,99,74.11,100,100
11.41,7.93,0.84,39.57,0.2,51.39,0,98.98,74.11,100.08,100
11.42,15.3,0.97,38.09,0.15,45.46,0,99.04,74.03,100,100
11.43,8.17,0.79,37.62,0.15,53.11,0,98.92,74.02,100,100
11.44,11.51,0.64,43.07,0.23,44.42,0,98.93,74.01,100,100
11.45,12.03,0.82,36.66,0.25,50.15,0,98.95,73.9,100,100
11.46,8.9,0.72,37,0.28,53.08,0,98.83,74.02,100,100
11.47,13.43,0.69,43.07,0.28,42.37,0,98.87,74.03,100,100
11.48,9.19,0.74,41.15,0.33,48.53,0,98.83,74.04,100,100
11.49,15.54,0.79,41.57,0.2,41.77,0,98.94,74.04,100,100
11.5,10.82,0.71,33.73,0.2,54.43,0,98.84,74.04,100,100
11.51,10.79,0.86,37.83,0.15,50.27,0,98.89,74.14,100,100
11.52,11.87,0.61,42.09,0.2,45.14,0,98.85,74.14,100,100
11.53,10.12,0.84,36.06,0.18,52.75,0,98.9,74.14,100,100
11.54,13.01,0.51,18.91,0.13,67.37,0,98.88,74.07,20.4,100
11.55,33.34,1.04,10.26,0.13,55.04,0.56,98.95,74.07,36.64,100
11.56,4.58,0.69,37.17,0.2,57.31,0,98.97,74.07,100,100
11.57,13.95,0.78,38.83,0.18,46.17,0,98.92,74.19,100,100
11.58,13.35,0.91,43.81,0.18,41.68,0,98.85,74.24,100,100
11.59,8.91,0.79,38.43,0.15,51.57,0,98.95,74.24,100,100
11.6,13.06,0.79,38.4,0.2,47.34,0,98.97,74.18,100,100
11.61,12.31,0.84,40.32,0.23,46.18,0,98.92,74.13,100,100
11.62,10.44,0.64,39.28,0.2,49.36,0,98.78,74.13,100,100
11.63,12.53,0.59,39.48,0.23,47.06,0,98.99,74.18,100,100
