label,timestamp,cpu_usr,cpu_sys,cpu_iowait,cpu_steal,cpu_idle,paging_vmeff,memory_memused,memory_commit,disk_util,network_ifutil
6,2,63.48,35.71,0.7,0,0.1,0,26.72,24.93,0.08,0
6,2,56.09,42.9,0.7,0,0.1,0,27.15,24.93,0,0
6,2,54.91,37.69,1.62,5.78,0,0,28.02,24.93,19.2,0
6,2,66.47,30.92,2.52,0,0.1,0,25.56,24.01,0.16,0
6,2,10.39,87.99,1.11,0,0,0,26.46,25.33,0.32,0.74
6,2,1.51,98.09,0.2,0.1,0.1,0,26.46,25.33,0.08,0
6,2,1.21,98.69,0.1,0,0,0,26.45,25.33,0,0
6,2,1.61,98.29,0.1,0,0,0,26.46,25.33,0,0
6,2,1.01,93.44,0.3,5.05,0.1,0,26.46,25.33,17.52,0
6,2,0.91,99.09,0,0,0,0,26.46,25.33,0.08,0
6,2,1.91,97.89,0.1,0,0.1,0,26.46,25.33,0.08,0
6,2,0.91,98.89,0.2,0,0,0,26.46,25.33,0,0
6,2,1.41,98.49,0.1,0,0,0,26.43,25.33,0,0
6,2,1.21,98.39,0.3,0.1,0,0,26.44,25.33,0,0
6,2.5,31.43,66.84,1.32,0,0.2,0,27.23,25.33,0,0.67
6,2.5,13.74,85.25,0.71,0,0.1,0,27.45,25.33,0,0.29
6,2.5,2.42,97.07,0.4,0,0.1,0,27.36,25.33,0,0.16
6,2.5,3.03,96.46,0.51,0,0,0,27.31,25.33,0,0.15
6,2.5,2.42,97.17,0.4,0,0,0,27.39,25.33,0,0.1
6,2.5,2.02,97.78,0.1,0,0.1,0,27.47,25.33,0,0
6,2.5,1.92,97.28,0.4,0.1,0.1,0,27.53,25.33,0,0.32
6,2.5,3.03,93.95,0.63,1.88,0.31,0,27.63,25.33,11.04,1.72
6,2.5,1.95,96.82,0.41,0,0.2,0,27.56,25.33,0,1.15
6,2.5,2.74,96.05,0.61,0,0.1,0,27.45,25.33,0.08,0.64
6,2.5,1.44,97.84,0.41,0,0.21,0,27.48,25.33,0,0.79
6,2.5,1.01,98.48,0.4,0,0.1,0,27.5,25.33,0,0.21
6,2.5,1.73,97.87,0.2,0,0.1,0,27.57,25.33,0.08,0.15
6,2.5,0.91,98.89,0.2,0,0,0,27.51,25.33,0,0.15
6,2.5,74.47,23.21,2.12,0,0.1,0,28.64,25.54,0,0.07
6,2.5,55.69,41.97,2.13,0,0.2,0,28.96,25.54,0,0.15
6,2.5,55.85,41.61,2.14,0,0.2,0,29.48,25.54,0,0
6,2.5,55.88,41.58,2.03,0,0.3,0,30.03,25.54,0.08,0
6,2.5,56.1,40.65,2.24,0.71,0.1,0,30.54,25.54,4.16,0
6,2.5,54.87,30.32,2.33,11.87,0.3,0,30.94,25.54,37.76,0
6,2.5,54.11,43.15,2.44,0,0.2,0,27.01,23.66,0,0
6,2.5,76.09,20.36,2.94,0,0,0,30.1,25.18,0,1.72
6,2.5,56.65,42.14,1.11,0,0.1,0,31.24,25.18,0,0
6,2.5,75.25,22.55,1.8,0.1,0.1,0,31.76,25.38,0.08,0
6,2.5,54.64,42.51,2.34,0,0.2,0,32.28,25.38,0,0
6,2.5,57.52,39.86,1.72,0.5,0.2,0,32.8,25.38,2.4,0
6,2.5,56.15,40.79,2.54,0,0.2,0,33.4,25.38,0,0
6,2.5,55.88,39.15,2.54,1.42,0.3,0,33.29,25.38,10.78,1.03
6,2.5,55.18,41.87,2.13,0.1,0.2,0,33.6,25.38,1.6,0.3
6,2.5,64.31,32.36,2.73,0.4,0.1,0,30.43,23.69,5.6,0
6,2.5,63.98,33,2.41,0.2,0.1,0,32.42,25.36,22.48,1.72
6,2.5,72.85,25.05,2,0,0.1,0,33.67,25.36,0.08,0
6,2.5,57.63,40.23,1.74,0,0.2,0,33.96,25.36,0.08,0.07
6,2.5,54.82,37.19,2.15,5.53,0.2,0,34.44,25.36,21.84,0
6,2.5,55.89,41.49,2.22,0.1,0.2,0,34.96,25.36,0.08,0
6,2.5,55.67,42.19,1.74,0,0.2,0,35.48,25.36,0.08,0
6,2.5,55.12,42.45,2.03,0,0.2,0,35.99,25.36,0,0
6,2.5,56.26,36.67,2.22,4.65,0.2,0,35.47,25.36,21.36,0
6,2.5,69.98,23.63,4.06,1.52,0.1,0,34.69,25.25,28.08,1.72
6,2.5,51.66,46.73,1.51,0,0.1,0,36.21,25.25,0,0
6,2.5,74.9,22.68,2.22,0.1,0.1,0,37.04,25.45,0,0
6,2.5,55.76,35.17,2.34,6.32,0.1,0,37.6,25.45,21.68,0
6,2.5,55.3,42.16,1.93,0,0.31,0,38.15,25.45,0.4,0.15
6,2.5,55.31,42.16,2.02,0.1,0.2,0,38.69,25.45,0,0
6,2.5,55.07,42.7,1.72,0,0.2,0,39.22,25.45,0,0
6,2.5,54.42,41.83,2.23,1.12,0.2,0,39.73,25.45,10.96,0
6,2.5,41.27,47.6,2.25,8.38,0.31,0,35.3,21.04,11.52,0
6,2.5,1.21,83.08,0.2,15.51,0,0,35.47,21.65,16.72,0
6,2.5,0.2,99.4,0.3,0,0.1,0,29.96,14,0,0
6,2.5,21.29,77.31,1.41,0,0,0,31.25,18.56,0,0
6,2.5,97.5,0,2.5,0,0,0,33.14,19.45,21.76,0
6,2.5,96.6,0.1,2.9,0,0,0,36.37,21.47,0,0
6,2.5,98.1,0,1.8,0,0,0,36.37,21.47,0,0
6,2.5,97.8,0,2.2,0,0,0,37.55,21.47,0,0
6,2.5,97.9,0,1.8,0,0,0,37.56,21.47,0.08,0
6,2.5,97.7,0.1,2.2,0,0,0,38.91,21.47,0,0
6,2.5,97.7,0,2.3,0,0,0,40.25,21.47,0.08,0
6,2.5,96.9,0,3.1,0,0,0,42.09,21.47,0,0
6,2.5,81.08,14.81,4.1,0,0,0,35.17,19.32,0,0
6,2.5,96.59,0.2,2.91,0,0,0,39.03,20.98,0.72,0.22
6,2.5,98.1,0,1.8,0,0,0,38.99,20.98,0,0
6,2.5,98.7,0,1.2,0,0,0,38.97,20.98,0,0
6,2.5,97.3,0,2.6,0,0,0,40.22,20.98,0,0
6,2.5,98.4,0,1.5,0,0,0,40.16,20.98,66.16,0
6,2.5,96.8,0,3.2,0,0,0,41.98,20.98,0.16,0
6,2.5,96.7,0,3.3,0,0,0,43.59,20.98,0,0
6,2.5,91.49,3.2,5.21,0,0,0,36.73,18.35,0.56,0.17
6,2.5,97.1,0,2.7,0,0,0,38.06,19.29,0.56,0.5
6,2.5,96.6,0.1,2.9,0,0,0,41.3,20.93,0.72,0.17
6,2.5,98.3,0,1.5,0,0,0,41.24,20.93,0,0
6,2.5,97.9,0,2.1,0,0,0,42.52,20.93,3.04,0
6,2.5,98.2,0,1.4,0.1,0,0,42.27,20.93,56.88,0.34
6,2.5,96.7,0,3,0,0,0,43.61,20.93,0,0.34
6,2.5,96.9,0,3.1,0,0,0,45.4,20.93,0.08,0
6,2.5,84.18,10.21,4.8,0,0.1,0,39.14,18.78,2.56,0.77
6,2.5,96.59,0.2,3.11,0.1,0,0,43.13,20.87,0.56,0
6,2.5,97.8,0,2,0,0,0,44.05,21.22,3.36,0
6,2.5,98.8,0,1,0,0,0,44.07,21.22,0.24,0
6,2.5,97.3,0.1,2.3,0,0,0,45.64,21.22,1.04,0
6,2.5,99.3,0,0.7,0,0,0,45.68,21.22,41.84,0
6,2.5,96.3,0,3.7,0,0,0,47.82,21.22,0.08,0
6,2.5,94.3,1,4.7,0,0,0,46.87,21.22,0.08,0
6,2.5,0.3,99.09,0.61,0,0,0,40.62,13.74,2.64,0.73
6,2.5,0.1,99.9,0,0,0,0,40.55,13.74,0,0
6,2.5,0,99.9,0,0,0.1,0,40.49,13.74,0.08,0
6,2.5,73.76,23.92,2.22,0,0,0,43.48,17.32,0,0.23
6,2.5,86.42,10.87,2.11,0,0.1,0,44.57,20.07,12.24,0.98
6,2.5,97.2,0.1,2.5,0,0,0,46.82,20.89,30.72,0.34
6,2.5,97.4,0,1.7,0,0,0,46.96,20.89,0,1.55
6,2.5,98.7,0,1.3,0,0,0,47.76,20.89,0.08,0
6,2.5,96.81,0,2.69,0.1,0,0,48.97,20.89,0,0.68
6,2.5,80.72,15.96,2.91,0,0,0,45.95,19.5,1.2,0.36
6,2.5,96.3,0,3.7,0,0,0,47.81,19.94,0,0
6,2.5,93.21,1.4,4.7,0,0,0,46.49,19.89,1.12,0.79
6,2.5,97.49,0.1,2.4,0,0,0,48.51,20.77,0.08,0.44
6,2.5,97,0,2.4,0,0,0,49.31,21.12,0,1.21
6,2.5,98.7,0,0.9,0,0,0,49.25,21.12,11.44,0.66
6,2.5,96.5,0,3.1,0,0,0,50.65,21.12,0,0.62
6,2.5,97.3,0,2.7,0,0,0,51.57,21.12,11.44,0.05
6,2.5,93.08,1,5.32,0,0,0,49.11,19.8,1.12,1.13
6,2.5,91.71,1.4,5.29,0,0,0,49.89,21.29,0.48,1.81
6,2.5,87.64,6.33,5.43,0,0,0,48.98,20.37,2.8,1.64
6,2.5,92.99,0.3,5.51,0,0,0,52.44,21.57,0.56,1.98
6,2.5,96.2,0,2.8,0,0,0,54.33,21.57,0.56,1.05
6,2.5,97.5,0.1,2,0,0,0,55.28,21.57,2.8,0.22
6,2.5,98.2,0,1.4,0,0,0,54.89,21.77,0.24,0.95
6,2.5,98.8,0,1.1,0,0,0,54.69,21.77,2.56,0.07
6,2.5,99.1,0,0.8,0,0,0,54.68,21.77,24.96,0
6,2.5,94.19,1.5,3.5,0,0,0,47.99,20.01,0,2.28
6,2.5,93.61,0.1,4.4,0,0,0,48.25,21.49,43.76,3.33
6,2.5,84.47,8.32,5.51,0.1,0,0,42.96,19.94,0.4,2.04
6,2.5,93.98,0.3,4.71,0,0,0,45.83,21.41,0.32,1.51
6,2.5,96,0,3.3,0,0,0,47.44,21.41,0,1.46
6,2.5,96.49,0.3,3.11,0,0,0,48.93,21.62,0,0.22
6,2.5,98.6,0,1.3,0,0,0,48.73,21.24,0.08,0
6,2.5,98.5,0,1.2,0,0,0,48.38,21.24,0,0.39
6,2.5,98.2,0,1.6,0,0,0,47.98,21.24,14.88,0.63
6,2.5,72.89,25.1,1.91,0,0.1,0,41.52,17.03,27.44,0
6,2.5,24.97,70.19,1.61,3.12,0.1,0,35.34,13.37,12.4,0
6,2.5,0,99.8,0,0.2,0,0,35.27,13.37,0.32,0
6,2.5,0.1,99.8,0.1,0,0,0,35.2,13.37,0,0
6,2.5,0.1,99,0.8,0,0.1,0,27.15,13.37,0.32,0
6,2.5,16.11,82.07,1.81,0,0,0,18.3,18.09,0.08,0
6,2.5,97.2,0.1,2.6,0,0,0,20.34,18.95,0.08,0
6,2.5,97.2,0.1,2.5,0,0,0,23.55,21.03,0,0
6,2.5,97.5,0,2.3,0,0,0,23.51,21.03,0.08,0
6,2.5,99,0,1,0,0,0,23.72,21.03,0,0
6,2.5,97.7,0,2.2,0,0,0,24.48,21.03,0,0
6,2.5,99.1,0,0.9,0,0,0,24.46,21.03,0,0
6,2.5,98.7,0,1.3,0,0,0,25.36,21.03,7.28,0
6,2.5,98.5,0.1,1.2,0.1,0,0,25.45,21.03,0.32,0
6,2.5,97.5,0,2.5,0,0,0,26.43,21.03,0,0
6,2.5,98,0,2,0,0,0,27.35,21.03,0,0
6,2.5,98.3,0,1.7,0,0,0,28.27,21.03,0,0
6,2.5,77.96,18.94,3.11,0,0,0,20.96,18.07,0,0
6,2.5,97.9,0.1,2,0,0,0,22.69,18.95,0.08,0
6,2.5,96.4,0.1,2.9,0,0,0,26.06,20.59,0.56,0.15
6,2.5,97.8,0,2,0,0,0,26.06,20.59,0,0
6,2.5,99.1,0,0.9,0,0,0,26.25,20.59,54.96,0
6,2.5,98.1,0,1.9,0,0,0,27.05,20.59,0,0
6,2.5,98.6,0,1.2,0,0,0,27.05,20.59,0,0
6,2.5,98.9,0,1.1,0,0,0,27.86,20.59,0.08,0
6,2.5,98.9,0,0.8,0,0,0,27.91,20.59,0.08,0
6,2.5,98.3,0,1.7,0,0,0,28.9,20.59,0.08,0
6,2.5,97.9,0,2.1,0,0,0,29.82,20.59,0.08,0
6,2.5,97.4,0,2.6,0,0,0,30.74,20.59,9.2,0
6,2.5,79.88,16.32,3.8,0,0,0,23.79,17.75,0.48,0.15
6,2.5,97.7,0.1,2.1,0,0,0,25.24,18.8,0.56,0.3
6,2.5,89.3,5.5,4.4,0,0.1,0,26.34,19.58,0.64,1.33
6,2.5,90.17,4.91,3.31,1.5,0,0,29.07,20.89,14.16,0.59
6,2.5,64.01,20.36,2.22,13.31,0.1,0,27.52,20.02,28.88,0.1
6,2.5,63.98,33.7,2.32,0,0,0,27.37,20.08,0.16,0
6,2.5,46.92,51.66,1.31,0,0.1,0,26.21,17.16,0.16,0
6,2.5,51.56,47.03,1.41,0,0,0,27.56,20.07,0,0
6,2.5,32.43,65.26,1.51,0.7,0.1,0,26.27,17.24,11.12,0.1
6,2.5,78.6,17.75,2.54,0,0.1,0,29.55,21.3,0.4,1.43
6,2.5,40.18,58.41,1.41,0,0,0,30.16,21.3,0.32,0.3
6,2.5,1.41,98.18,0.3,0,0,0,29.81,21.3,0,0.59
6,2.5,0.9,98.59,0.3,0.2,0,0,29.95,21.3,3.52,0
6,2.5,0.6,99.19,0.1,0,0.1,0,29.95,21.3,0.32,0
6,2.5,0.61,98.89,0.41,0.1,0,0,29.7,21.3,0,0.39
6,2.5,88.03,9.96,1.81,0,0,0,30.91,21.3,4,0.15
6,2.5,97.6,0,2.1,0,0,0,31.14,21.5,11.04,0.39
6,2.5,97.5,0,2.3,0,0,0,31.46,21.5,0,0
6,2.5,97.5,0,2.1,0,0,0,32.03,21.5,0,0
6,2.5,97.7,0,2,0,0,0,32.61,21.5,0.08,0
6,2.5,97.8,0,2,0,0,0,33.14,21.5,0.08,0
6,2.5,97.3,0,2.6,0,0,0,33.71,21.5,2.64,0
6,2.5,96.5,0,3.1,0.1,0,0,34.07,21.5,63.28,0.3
6,2.5,97.2,0.3,2.2,0,0,0,34.61,21.5,12.8,0
6,2.5,97.5,0.1,2.1,0,0,0,35.18,21.5,0,0
6,2.5,97.9,0,2,0,0,0,35.75,21.5,0,0
6,2.5,97.6,0,2.1,0,0,0,36.32,21.5,0,0
6,2.5,84.48,11.91,3.4,0,0.1,0,28.95,18.17,0,0
6,2.5,96.6,0,2.8,0,0,0,30,19.08,0,1.26
6,2.5,87.4,0.5,3.9,6.8,0,0,32.44,21.18,63.44,3.13
6,2.5,97.1,0,2.6,0.1,0,0,34.34,21.18,0,0.39
6,2.5,97.9,0,2,0,0,0,35.09,21.58,0.08,0.69
6,2.5,98.1,0,1.8,0,0,0,35.38,21.58,0,0
6,2.5,97.9,0,1.9,0,0,0,35.91,21.58,0,0
6,2.5,97.8,0,2,0,0,0,36.47,21.58,0,0
6,2.5,97.29,0,2.51,0,0,0,37.03,21.58,35.36,0
6,2.5,97.9,0,1.8,0,0,0,37.59,21.58,6.64,0
6,2.5,97.2,0,2.5,0,0,0,38.16,21.58,2.56,0
6,2.5,97.2,0,2.5,0,0,0,38.71,21.58,76.16,0
6,2.5,97.4,0,2.4,0,0,0,39.27,21.58,0,0
6,2.5,97.3,0,2.2,0,0,0,39.45,21.58,0.08,0.39
6,2.5,97.3,0,2.4,0,0,0,40.01,21.58,0.08,0
6,2.5,97.3,0,2.4,0,0,0,40.57,21.58,0,0
6,2.5,21.72,76.36,1.62,0.2,0,0,31.35,13.06,0.96,0.39
6,2.5,0,87,0,12.8,0.2,0,31.35,13.06,26.56,0
6,2.5,0.1,84.61,0.1,15.19,0,0,31.35,13.06,36.88,0
6,2.5,0,99.9,0.1,0,0,0,31.35,13.06,0,0
6,2.5,0,100,0,0,0,0,31.35,13.06,0.08,0
6,2.5,0.2,99.6,0.1,0,0.1,0,31.35,13.06,0,0
6,2.5,0.1,99.7,0.2,0,0,0,29.23,13.06,0,0
6,2.5,17.27,81.33,1.31,0,0,0,30.35,17.61,0.08,0
6,2.5,98,0,2,0,0,0,31.95,18.55,0,0
6,2.5,96.7,0.3,2.8,0,0,0,35.3,20.17,0,0
6,2.5,97.8,0,1.8,0,0,0,35.31,20.17,0.08,0
6,2.5,97.9,0,2.1,0,0,0,36.63,20.17,0,0
6,2.5,97.4,0,2.2,0,0,0,36.64,20.17,0,0
6,2.5,98.1,0,1.9,0,0,0,37.71,20.17,0,0
6,2.5,97.3,0.1,2.6,0,0,0,39.17,20.17,0.08,0
6,2.5,96.4,0,3.5,0.1,0,0,40.98,20.17,0,0
6,3,87.78,8.02,4.11,0,0,0,34.4,18.44,0,0
6,3,97.3,0.2,2.4,0,0,0,38.34,20.25,0.08,0.03
6,3,97.8,0,2,0,0,0,38.58,20.95,0.48,0.14
6,3,99.2,0,0.6,0,0.1,0,38.54,20.95,0,0
6,3,97.7,0,2.2,0,0,0,39.82,20.95,0.08,0
6,3,98.3,0,1.5,0,0,0,39.76,20.95,65.92,0
6,3,97,0.1,2.9,0,0,0,41.52,20.95,1.44,0
6,3,96.3,0,3.7,0,0,0,43,20.95,0,0
6,3,91.47,4.42,4.12,0,0,0,35.71,15.14,0.48,0.17
6,3,96.09,0.7,3.11,0,0,0,39.12,19.28,0.56,0.34
6,3,96,0.2,3.5,0,0,0,41.25,20.42,1.12,1.56
6,3,72.14,25.65,2,0,0,0,42.28,20.42,0,0
6,3,52.99,44.17,1.22,1.52,0,0,42.68,20.42,3.44,0
6,3,48.79,27.32,2.52,21.17,0.2,0,43.1,20.42,52.72,0.07
6,3,66.63,30.02,2.94,0,0,0,42.86,20.47,1.84,0.63
6,3,66.57,31.51,1.42,0,0.2,0,43.68,20.68,3.44,0
6,3,55.61,41.96,2.12,0.1,0.1,0,44.32,20.68,0.16,0.34
6,3,53.66,42.63,1.91,1.81,0,0,45.57,20.68,10.72,0
6,3,70.05,26.03,3.62,0,0.1,0,43.12,19.63,1.28,0.29
6,3,70.61,25.96,2.12,0.81,0.2,0,44.84,20.66,11.44,0.07
6,3,54.59,43.69,1.51,0,0.1,0,45.37,20.66,0,0
6,3,53.82,44.88,1.31,0,0,0,46.29,20.66,0,0
6,3,59.33,37.44,2.83,0.1,0.1,0,44.08,19.65,1.2,0.29
6,3,89.1,7.57,2.93,0,0,0,46.6,20.39,0.24,0.36
6,3,74.8,20.58,1.81,2.51,0,0,46.93,20.39,11.44,0
6,3,55.41,43.38,1.01,0,0.1,0,47.56,20.39,0.08,0
6,3,53.82,44.37,1.71,0.1,0,0,49.24,20.39,0,0
6,3,8.68,90.21,0.91,0,0.1,0,44.99,16.89,1.28,0.34
6,3,64.65,32.83,2.32,0.2,0,0,47.98,20.37,11.52,0.09
6,3,65.86,31.62,1.01,0.7,0.1,0,48.07,20.88,11.44,1.19
6,3,55.26,43.52,1.01,0,0.1,0,48.66,20.88,0,0.68
6,3,54.84,43.15,1.92,0,0,0,49.87,20.88,0,0.08
6,3,64.95,30.61,3.42,0.6,0.1,0,47.44,19.59,11.68,0.29
6,3,74.72,22.96,1.51,0,0.1,0,48.95,20.34,0.08,1.21
6,3,54.45,43.93,1.52,0,0,0,49.18,20.34,0.24,0.76
6,3,54.6,43.78,1.31,0.1,0.1,0,49.37,20.34,0.32,0.85
6,3,46.65,50.1,2.74,0.1,0.1,0,46.68,19.15,2,0.7
6,3,76.06,19.42,2.92,0.91,0,0,49.43,20.72,5.6,1.39
6,3,39.51,57.43,2.44,0,0.1,0,51.26,20.72,0.08,1.88
6,3,96.5,0,3.3,0,0,0,52.63,20.72,0.24,0.37
6,3,98.4,0,1.4,0,0,0,52.4,20.92,0,0.49
6,3,98.4,0,1.5,0,0,0,52.18,20.92,2.4,0.3
6,3,98.7,0,1.3,0,0,0,52.04,20.92,2.64,0.07
6,3,98.4,0,1.2,0,0,0,51.51,20.92,11.44,0.78
6,3,91.88,3.21,2.3,2.51,0.1,0,44.4,16.81,11.12,0
6,3,89.49,7.01,3.4,0.1,0,0,41.48,18.21,0.24,0
6,3,92.7,0.1,5.2,0,0,0,44.56,20.88,0.56,3.14
6,3,91.37,0.3,5.62,0,0,0,46.01,20.88,0,2.56
6,3,94.06,0.7,4.73,0,0,0,47.94,20.88,0,1.34
6,3,97.4,0.1,2.1,0,0,0,47.12,20.49,0.08,0.87
6,3,99,0,1,0,0,0,46.83,20.49,0.08,0.37
6,3,98.1,0,1.3,0.5,0,0,46.77,20.49,5.6,0.07
6,3,98.8,0,1.2,0,0,0,46.75,20.49,4.32,0
6,3,98.1,0,1.8,0,0,0,46.54,20.49,100,0.34
6,3,43.86,53.72,2.31,0,0,0,33.64,12.75,23.04,0.44
6,3,0.1,99.8,0,0,0.1,0,33.57,12.75,0,0
6,3,0.3,99.7,0,0,0,0,33.51,12.75,0,0
6,3,0.1,99.8,0.1,0,0,0,33.44,12.75,0.08,0
6,3,80.98,15.32,1.41,2.09,0.03,99.82,24.49,13.19,9.62,0.08
6,3,0.4,91.34,0.1,7.96,0.1,0,23.6,12.75,23.68,0
6,3,5.05,84.86,2.22,7.77,0.1,0,23.07,13.31,23.68,0
6,3,0.1,99.8,0,0.1,0,0,23.07,13.31,0.08,0
6,3,0.2,99.8,0,0,0,0,23.07,13.31,0,0
6,3,0.2,99.8,0,0,0,0,23.07,13.31,0,0
6,3,46.29,51.6,2,0,0.1,0,25.04,18.2,0,0
6,3,96.3,0.2,3.5,0,0,0,29.21,20.26,0.08,0
6,3,98.1,0,1.7,0,0,0,29.39,20.6,0.08,0
6,3,98.5,0,1.5,0,0,0,29.5,20.6,0,0
6,3,98.5,0,1.5,0,0,0,30.26,20.6,0,0
6,3,98.3,0,1.3,0,0,0,30.48,20.6,0,0
6,3,99.3,0,0.7,0,0,0,30.49,20.6,0.08,0
6,3,97.5,0,2.3,0,0,0,31.49,20.6,0,0
6,3,99.5,0,0.5,0,0,0,31.58,20.6,0,0
6,3,98.2,0,1.8,0,0,0,32.63,20.6,0,0
6,3,97.3,0.1,2.6,0,0,0,33.53,20.6,6.88,0
6,3,95.8,0,1.9,2.3,0,0,34.43,20.6,2.48,0
6,3,91.1,6.2,2.7,0,0,0,31.02,19.31,0,0
6,3,95.1,2.2,2.7,0,0,0,29.16,18.53,0.08,0
6,3,96.8,0.3,2.7,0,0,0,32.52,20.57,0.64,0.16
6,3,97.4,0,2.2,0,0,0,32.34,20.57,3.36,0
6,3,99,0,1,0,0,0,32.35,20.57,56.48,0
6,3,98,0,2,0,0,0,33.2,20.57,0,0
6,3,98.5,0,1.2,0,0,0,33.14,20.57,0,0
6,3,99,0,1,0,0,0,33.81,20.57,0,0
6,3,98.7,0.1,1.1,0,0,0,34.02,20.57,0,0
6,3,98.8,0,1.1,0.1,0,0,34.65,20.57,0,0
6,3,97.6,0,2.4,0,0,0,35.52,20.57,0,0
6,3,97.9,0,2,0,0,0,36.38,20.57,9.36,0
6,3,98.1,0,1.9,0,0,0,37.26,20.57,0,0
6,3,92.6,3.1,4.2,0,0,0,30.66,18.13,0.56,0.16
6,3,96.89,0.1,2.81,0,0,0,34.24,20.17,1.12,0.63
6,3,97.9,0,1.7,0,0,0,34.04,20.17,0.64,0.31
6,3,98.5,0,1.5,0,0,0,33.98,20.17,45.04,0
6,3,97.8,0.1,2.1,0,0,0,34.89,20.17,4.24,0
6,3,97.8,0,2,0,0,0,34.85,20.17,0,0
6,3,99.1,0,0.9,0,0,0,34.99,20.17,0,0
6,3,98.2,0,1.7,0,0,0,35.72,20.17,0,0
6,3,98.1,0,1.9,0,0,0,36.44,20.17,0,0
6,3,97.6,0,2.4,0,0,0,37.3,20.17,0,0
6,3,98.2,0,1.8,0,0,0,38.18,20.17,1.36,0
6,3,91.78,3.41,3.61,0.9,0,0,31.76,17.56,9.92,0.57
6,3,96.1,0.1,3.4,0,0,0,35.73,20.09,0.72,0.46
6,3,98.2,0.1,1.6,0,0,0,36.32,20.09,2.64,0
6,3,98.1,0,1.8,0,0,0,36.47,20.09,0.96,0
6,3,98.7,0,1.3,0,0,0,37.05,20.09,39.76,0
6,3.5,98.5,0,1.5,0,0,0,37.84,20.09,1.84,0
6,3.5,99,0,0.9,0,0,0,37.86,20.09,0.24,0
6,3.5,97.9,0,2,0,0,0,38.87,20.09,0.4,0
6,3.5,99.2,0,0.8,0,0,0,39.34,20.09,0,0
6,3.5,97.1,0,2.9,0,0,0,40.2,20.09,0,0
6,3.5,97.8,0,2.2,0,0,0,41.07,20.09,0,0
6,3.5,90.87,6.02,3.11,0,0,0,36.27,16.38,10.56,0.36
6,3.5,0.8,98.5,0.4,0,0.1,0,33.11,12.8,1.2,0.36
6,3.5,7.52,91.68,0.7,0,0,0,33.64,15.08,0,0
6,3.5,94.28,3.01,2.71,0,0,0,37.22,19.09,0,0.01
6,3.5,97,0.1,2.3,0.1,0,0,39.22,20.19,39.84,0.79
6,3.5,97.9,0,1.5,0,0,0,39.15,20.19,0,0.97
6,3.5,99.1,0,0.8,0,0,0,39.08,20.19,0,0.12
6,3.5,98.2,0,1.5,0,0,0,40.02,20.19,0,0.46
6,3.5,97.6,0,1.6,0,0,0,39.97,20.19,0,1.08
6,3.5,99.5,0,0.5,0,0,0,40.17,20.19,0,0
6,3.5,97.9,0,1.8,0,0,0,40.83,20.19,0,0.36
6,3.5,98.6,0,1.1,0,0,0,41.26,20.19,0.08,0.37
6,3.5,98.8,0,1.2,0,0,0,41.86,20.19,0,0
6,3.5,97.5,0,2.5,0,0,0,42.83,20.19,9.6,0
6,3.5,66.57,30.53,2.8,0,0,0,39.62,18.77,1.12,0.36
6,3.5,94.09,1.8,3.6,0,0.1,0,37.02,18.05,1.36,0.4
6,3.5,97.8,0,1.9,0,0,0,39.26,19.2,0.08,0.62
6,3.5,97.3,0.1,2.2,0,0,0,40.79,19.9,9.92,0.67
6,3.5,98.5,0,1.3,0,0,0,41.04,19.9,14.88,0.36
6,3.5,89.03,7.24,3.22,0,0,0,39.42,18.97,12.08,0.65
6,3.5,96.6,0.1,2.4,0,0,0,41.45,20.3,0.08,1.91
6,3.5,97.3,0,2.7,0,0,0,42.6,20.3,0,0.11
6,3.5,96,0,3,0,0,0,43.74,20.3,0.08,0.95
6,3.5,78.28,19.62,2.1,0,0,0,44.81,20.3,0,0
6,3.5,73.09,23.49,3.01,0,0.1,0,42.3,19.71,2.24,0.46
6,3.5,75.3,20.55,3.44,0,0,0,44.86,20.89,0.08,1.86
6,3.5,95.9,0,3.1,0.1,0,0,45.96,20.89,9.68,1.03
6,3.5,96.9,0.1,2.7,0,0,0,46.62,20.89,2.32,0.39
6,3.5,96.4,0.3,2.9,0,0,0,47.39,20.89,5.2,0.31
6,3.5,97.3,0,2.6,0,0,0,47.7,20.89,24.72,0.29
6,3.5,97.2,0.7,2,0,0,0,48.07,20.89,0,0
6,3.5,97.5,0.2,2,0,0,0,48.58,20.89,11.44,0
6,3.5,97.3,0.1,2.3,0,0,0,49.08,20.89,2.48,0
6,3.5,96.9,0.1,2.8,0,0,0,49.55,20.66,59.28,0
6,3.5,96.7,0.2,2.9,0,0,0,50.05,20.66,2.48,0
6,3.5,97,0,2.5,0.2,0,0,50.55,20.66,21.2,0
6,3.5,96.7,0.5,2.7,0,0,0,51.07,20.66,6.96,0
6,3.5,97.6,0.1,1.9,0,0,0,51.57,20.66,0,0
6,3.5,97.2,0.1,2.3,0,0,0,51.85,20.66,0,0.47
6,3.5,96.7,0.2,2.7,0,0,0,52.16,20.66,0,0.37
6,3.5,96.9,0,2.9,0,0,0,52.66,20.66,28.08,0
6,3.5,97.6,0,2.1,0,0,0,53.18,20.66,0,0
6,3.5,97.4,0,2.3,0,0,0,53.69,20.66,28.08,0
6,3.5,97.1,0,2.8,0,0,0,54.2,20.66,0,0
6,3.5,97.8,0.1,1.9,0,0,0,54.73,20.66,0.08,0
